1.135363817214965820e+00,1.709520816802978516e+00,4.711280822753906250e+00,1.118089437484741211e+00,1.790120482444763184e+00,4.795525074005126953e+00
5.851883888244628906e-01,-1.576819568872451782e-01,4.135623455047607422e+00,5.499576926231384277e-01,-1.754887700080871582e-01,4.139063835144042969e+00
2.092672824859619141e+00,3.724549710750579834e-02,7.873680114746093750e+00,2.099158525466918945e+00,3.399440646171569824e-02,7.976522922515869141e+00
2.774431228637695312e+00,5.197646617889404297e+00,1.125215053558349609e+01,2.898870944976806641e+00,5.348041534423828125e+00,1.146334552764892578e+01
3.173956394195556641e+00,4.640772342681884766e-01,9.309979438781738281e+00,3.259723663330078125e+00,4.441502392292022705e-01,9.549334526062011719e+00
4.858572483062744141e-01,-9.766999483108520508e-01,2.805623054504394531e+00,4.536056220531463623e-01,-1.005626320838928223e+00,3.008733987808227539e+00
-2.184976100921630859e+00,8.890619277954101562e-01,8.543285369873046875e+00,-2.234353780746459961e+00,9.237095117568969727e-01,8.604146003723144531e+00
-9.462659358978271484e-01,-1.783511787652969360e-01,7.941521644592285156e+00,-9.625782370567321777e-01,-2.069606631994247437e-01,8.145749092102050781e+00
-3.253023922443389893e-01,-5.738676786422729492e-01,2.566303730010986328e+00,-3.693673908710479736e-01,-5.867416858673095703e-01,2.651675224304199219e+00
9.732335805892944336e-03,-9.845013618469238281e-01,3.109414815902709961e+00,-8.287182077765464783e-03,-9.188193678855895996e-01,3.136268854141235352e+00
-7.914125919342041016e-01,2.603402614593505859e+00,5.743700504302978516e+00,-8.408748507499694824e-01,2.589618921279907227e+00,5.659889698028564453e+00
4.021774530410766602e-01,-2.612113475799560547e+00,5.817389965057373047e+00,3.495067358016967773e-01,-2.518476247787475586e+00,5.533620834350585938e+00
-2.555985212326049805e+00,2.959748029708862305e+00,8.595173835754394531e+00,-2.637203216552734375e+00,2.921417713165283203e+00,8.726202011108398438e+00
-3.654296398162841797e+00,8.516667783260345459e-02,1.101818847656250000e+01,-3.786795377731323242e+00,1.526456624269485474e-01,1.127950668334960938e+01
-2.632117271423339844e+00,-4.680466651916503906e-01,1.107931423187255859e+01,-2.609949827194213867e+00,-4.268751144409179688e-01,1.101955509185791016e+01
1.733106970787048340e-01,-1.604611039161682129e+00,5.035848140716552734e+00,1.605033725500106812e-01,-1.600043296813964844e+00,5.061857700347900391e+00
-5.306221246719360352e-01,8.780695199966430664e-01,2.807804584503173828e+00,-4.656660556793212891e-01,9.276111125946044922e-01,2.789540290832519531e+00
